measurement_time,FORT
6902460077575317504,19.926
6902460078863807488,19.9386
6902460080152297472,19.9448
6902460081440787456,19.9887
6902460082802292736,19.8947
6902460084017768448,19.9448
6902460085301963776,19.9104
6902460086594748416,19.9981
6902460087878943744,20.0107
6902460089167433728,20.042
6902460090455923712,20.0107
6902460091744414720,20.0389
6902460093032904704,20.042
6902460094325689344,20.0263
6902460095618475008,20.0169
6902460096928440320,19.9668
6902460098191160320,20.0765
6902460099475355648,20.1392
6902460100768140288,20.0326
6902460102056631296,19.973
6902460103349415936,19.8947
6902460104633611264,19.9919
6902460105917806592,20.0075
6902460107206296576,20.0671
6902460108499082240,20.0107
6902460109791866880,19.9166
6902460111080356864,19.8665
6902460112364552192,19.9887
6902460113653042176,20.2081
6902460114941533184,20.0827
6902460116230023168,20.0295
6902460117518513152,20.0169
6902460118811297792,19.9793
6902460120142738432,19.9605
6902460121379688448,19.926
6902460122668178432,19.973
6902460123960964096,20.0639
6902460125249454080,20.0608
6902460126537944064,19.973
6902460127826435072,20.0639
6902460129114925056,19.9981
6902460130403415040,20.0514
6902460131691905024,20.0357
6902460132980395008,20.0107
6902460134294654976,19.9386
6902460135613210624,19.9981
6902460136854456320,19.973
6902460138138650624,20.0044
6902460139427141632,20.0075
6902460140711336960,19.9793
6902460141999826944,20.0013
6902460143288316928,19.9636
6902460144572512256,19.9104
6902460145865296896,19.9668
6902460147153787904,20.0013
6902460148498112512,20.0483
6902460149730767872,20.1204
6902460151014963200,20.0107
6902460152303453184,20.0357
6902460153596238848,19.9668
6902460154880433152,20.0263
6902460156164628480,20.0608
6902460157457414144,19.995
6902460158741609472,19.9292
6902460160038689792,19.9605
6902460161327179776,19.9793
6902460162671504384,19.9636
6902460163895570432,19.9856
6902460165188355072,20.0044
6902460166476845056,20.0107
6902460167769630720,19.9636
6902460169053826048,20.0107
6902460170346610688,20.0169
6902460171635100672,19.9793
6902460172923591680,19.8257
6902460174212081664,19.9354
6902460175500571648,20.0639
6902460176793356288,20.1548
6902460178077551616,20.0201
6902460179366042624,20.0044
6902460180654532608,20.0138
6902460181943022592,20.0483
6902460183231512576,19.9856
6902460184515707904,20.0263
6902460185808493568,19.9824
6902460187101278208,19.9887
6902460188389768192,20.0232
6902460189669668864,19.9981
6902460190958158848,19.9762
6902460192250944512,19.9919
6902460193543729152,20.0451
6902460194827924480,19.9919
6902460196116414464,20.0859
6902460197404904448,20.0389
6902460198693395456,20.0201
6902460200093554688,19.9166
6902460201274670080,19.9417
6902460202563160064,20.042
6902460203847355392,20.0577
6902460205131550720,19.9981
6902460206424336384,19.9542
6902460207712826368,20.0201
6902460209001316352,20.0232
6902460210285511680,20.0451
6902460211578297344,20.0013
6902460212862491648,19.973
6902460214215406592,19.9354
6902460215443767296,19.9605
6902460216727962624,19.8665
6902460218016452608,20.0326
6902460219309238272,20.0608
6902460220593433600,20.0138
6902460221881923584,20.0263
6902460223174708224,20.0389
6902460224463199232,20.0326
6902460225751689216,19.9542
6902460227035884544,19.9824
6902460228363029504,20.0107
6902460229621454848,20.0295
6902460230905650176,19.9417
6902460232194140160,19.9981
6902460233482630144,19.9354
6902460234771120128,20.0232
6902460236059610112,19.9636
6902460237348101120,20.0263
6902460238640885760,20.0169
6902460239929375744,19.879
6902460241217865728,20.0138
6902460242549306368,20.0733
6902460243786256384,20.089
6902460245079042048,20.0608
6902460246371826688,19.9919
6902460247651727360,19.9166
6902460248944512000,19.9856
6902460250233003008,20.0075
6902460251521492992,19.9887
6902460252805688320,19.9668
6902460254102767616,19.9323
6902460255386962944,19.9636
6902460256722698240,20.0295
6902460257963943936,20.0577
6902460259256728576,20.0107
6902460260545218560,20.0671
6902460261829413888,19.9856
6902460263113609216,20.0107
6902460264496588800,20.0483
6902460265690590208,20.0295
6902460266979080192,19.9386
6902460268280455168,19.973
6902460269560355840,20.0389
6902460270848845824,20.0232
6902460272141630464,19.9135
6902460273425825792,20.0107
6902460274710021120,20.0044
6902460276002806784,19.9887
6902460277295591424,19.9793
6902460278579786752,19.973
6902460279898341376,19.9511
6902460281152472064,20.0357
6902460282445257728,20.1047
6902460283733747712,20.0765
6902460285022237696,19.995
6902460286310727680,20.0326
6902460287594923008,20.0013
6902460288879118336,19.9417
6902460290176198656,19.973
6902460291456098304,19.9762
6902460292744589312,19.9605
6902460294063143936,20.0953
6902460295325863936,19.948
6902460296618649600,19.9699
6902460297907139584,19.9323
6902460299191334912,19.9699
6902460300488415232,19.9887
6902460301772610560,19.9981
6902460303065395200,20.0201
6902460304353885184,20.0201
6902460305646670848,19.9981
6902460306926570496,19.9793
6902460308253715456,19.8633
6902460309507846144,19.9104
6902460310792041472,20.0483
6902460312080531456,20.0671
6902460313373317120,20.0827
6902460314666101760,20.1078
6902460315950297088,19.9824
6902460317238787072,20.0169
6902460318527277056,19.9574
6902460319811472384,19.9919
6902460321099963392,19.9981
6902460322470057984,19.9699
6902460323685533696,19.995
6902460324965433344,20.0232
6902460326258219008,19.9636
6902460327546708992,20.0107
6902460328921098240,20.0169
6902460330123688960,20.0138
6902460331407884288,19.9668
6902460332700669952,19.9135
6902460333989159936,20.0295
6902460335277649920,20.1015
6902460336604794880,20.0796
6902460337854629888,19.9981
6902460339147415552,19.9511
6902460340431610880,20.0138
6902460341720100864,19.9417
6902460343008590848,20.0044
6902460344297080832,20.0451
6902460345585571840,19.9856
6902460346874061824,19.9981
6902460348162551808,20.0702
6902460349451041792,20.0138
6902460350735237120,19.948
6902460352028022784,19.948
6902460353316512768,20.0169
6902460354609297408,20.0639
6902460355889198080,20.0733
6902460357181982720,20.0201
6902460358470473728,19.9574
6902460359784733696,19.9104
6902460361047453696,19.9323
6902460362335943680,19.9511
6902460363620139008,19.9919
6902460364908628992,20.0075
6902460366205709312,20.1235
6902460367489904640,20.1329
6902460368778394624,19.9824
6902460370066884608,19.8602
6902460371355375616,20.0577
6902460372643865600,20.0138
6902460373958125568,19.926
6902460375225141248,19.9856
6902460376513631232,19.9166
6902460377802121216,19.9041
6902460379090611200,19.9793
6902460380374806528,20.0138
6902460381667592192,20.0389
6902460382951786496,20.0201
6902460384235981824,20.1172
6902460385528767488,20.0608
6902460386817257472,20.0169
6902460388148697088,19.973
6902460389394237440,20.0545
6902460390682728448,20.0075
6902460391966923776,19.9981
6902460393345607680,20.0201
6902460394552494080,20.0295
6902460395836688384,19.9887
6902460397120883712,20.0357
6902460398409374720,19.9323
6902460399710749696,20.0107
6902460400990649344,19.9668
6902460402300614656,19.9824
6902460403571924992,19.995
6902460404860414976,19.9198
6902460406144610304,19.9292
6902460407437395968,20.0953
6902460408721590272,19.9981
6902460410010081280,20.0201
6902460411294276608,20.0608
6902460412587061248,20.0514
6902460413875551232,20.0263
6902460415155451904,19.9605
6902460416516956160,19.9135
6902460417736727552,19.879
6902460419025217536,19.9574
6902460420313707520,19.9887
6902460421602197504,20.0451
6902460422886392832,20.0357
6902460424179178496,20.0201
6902460425471963136,19.9919
6902460426751863808,19.9574
6902460428044648448,19.9699
6902460429333138432,19.8978
6902460430621629440,19.926
6902460431910119424,19.9574
6902460433202904064,19.9511
6902460434491394048,20.0514
6902460435779885056,20.0326
6902460437068375040,20.089
6902460438356865024,20.0075
6902460439641060352,20.0326
6902460440929550336,20.0169
6902460442218040320,19.9981
6902460443515120640,19.9762
6902460444795021312,19.973
6902460446087805952,20.0107
6902460447376295936,20.0671
6902460448669081600,20.0232
6902460449948982272,20.0075
6902460451241766912,19.9919
6902460452530256896,20.0075
6902460453939006464,19.9229
6902460455107237888,19.9323
6902460456391433216,20.0201
6902460457770117120,20.0514
6902460458972707840,20.0169
6902460460261197824,20.0201
6902460461553983488,19.995
6902460462833884160,19.973
6902460464122374144,19.9574
6902460465410864128,19.9856
6902460466699354112,19.9793
6902460468017908736,20.0639
6902460469284924416,19.995
6902460470569119744,20.0107
6902460471857609728,20.0357
6902460473141805056,20.0639
6902460474430295040,20.042
6902460475723080704,19.9856
6902460477011570688,19.9605
6902460478295766016,19.9919
6902460479588550656,19.9668
6902460480881336320,19.9762
6902460482195596288,19.9668
6902460483454021632,20.0013
6902460484742511616,20.0201
6902460486031001600,19.9605
6902460487323787264,19.9354
6902460488607982592,19.9542
6902460489892177920,20.0263
6902460491184962560,20.0389
6902460492469157888,20.0389
6902460493761943552,20.0326
6902460495050433536,20.0232
6902460496373282816,19.9511
6902460497627413504,19.995
6902460498915903488,20.0389
6902460500200098816,19.973
6902460501488589824,20.0295
6902460502781374464,20.0483
6902460504074160128,20.0044
6902460505384124416,19.9981
6902460506642549760,19.9636
6902460507931040768,19.901
6902460509228120064,19.9292
6902460510516611072,20.0263
6902460511800805376,20.0138
6902460513085000704,19.9417
6902460514377786368,19.9981
6902460515666276352,20.0765
6902460516954766336,20.0639
6902460518238961664,20.0357
6902460519557516288,20.0013
6902460520820237312,19.9887
6902460522194626560,19.9856
6902460523397217280,19.9887
6902460524685707264,19.9636
6902460525974198272,19.9229
6902460527262688256,20.0013
6902460528546883584,19.9574
6902460529843963904,20.0107
6902460531136748544,20.1235
6902460532412353536,20.1298
6902460533739498496,20.0232
6902460534997923840,19.9762
6902460536282119168,19.9417
6902460537570609152,19.9981
6902460538859100160,19.9104
6902460540143295488,19.9636
6902460541440374784,19.9605
6902460542720275456,20.0326
6902460544017355776,20.0514
6902460545297255424,20.0608
6902460546585746432,20.0608
6902460547968724992,20.0514
6902460549158431744,20.0483
6902460550446921728,19.9668
6902460551739706368,20.0608
6902460553028197376,20.0169
6902460554316687360,20.0201
6902460555605177344,20.0733
6902460556897961984,19.9762
6902460558182157312,19.948
6902460559470648320,19.9104
6902460560759138304,20.0232
6902460562099168256,19.9511
6902460563336118272,19.948
6902460564620313600,19.9605
6902460565908803584,19.973
6902460567197293568,20.0295
6902460568494373888,20.0514
6902460569782863872,19.9793
6902460571075649536,20.0451
6902460572355550208,20.0451
6902460573644040192,20.0765
6902460574941120512,20.0044
6902460576259675136,20.0514
6902460577518100480,19.9386
6902460578802295808,19.9887
6902460580090785792,19.9354
6902460581374981120,19.9856
6902460582667765760,19.9104
6902460583956256768,19.9981
6902460585244746752,20.0169
6902460586619136000,19.9354
6902460587821726720,20.0263
6902460589105922048,20.0013
6902460590441657344,20.1078
6902460591695787008,20.0953
6902460592979982336,20.0326
6902460594272768000,19.9762
6902460595552667648,19.9135
6902460596841158656,19.9856
6902460598125353984,20.0733
6902460599418138624,20.0201
6902460600702333952,19.9699
6902460601990823936,19.9292
6902460603283609600,19.9542
6902460604623638528,20.0295
6902460605856294912,20.0201
6902460607144784896,19.9887
6902460608433274880,19.9856
6902460609721764864,20.0201
6902460611014550528,20.042
6902460612307335168,20.0483
6902460613595826176,20.0169
6902460614875725824,19.9574
6902460616168511488,19.9762
6902460617457001472,19.9229
6902460618749786112,19.8978
6902460620029686784,20.0577
6902460621318176768,20.0326
6902460622610962432,20.0295
6902460623895157760,20.0702
6902460625183647744,19.9824
6902460626476432384,20.0013
6902460627786397696,20.0639
6902460629053413376,20.0389
6902460630341903360,20.042
6902460631634688000,20.0107
6902460632918883328,19.9668
6902460634207373312,19.9919
6902460635495864320,19.9511
6902460636784354304,19.9229
6902460638072844288,20.0075
6902460639361334272,19.9762
6902460640645529600,19.9919
6902460641959789568,20.0357
6902460643226805248,20.1235
6902460644515295232,20.0232
6902460645803785216,19.9636
6902460647092275200,20.0169
6902460648376470528,19.9417
6902460649669256192,19.9229
6902460651043645440,20.0232
6902460652250531840,19.948
6902460653530431488,20.0075
6902460654823217152,20.0608
6902460656150362112,20.0107
6902460657395902464,20.0514
6902460658684392448,19.9605
6902460659972882432,20.0013
6902460661261372416,20.0075
6902460662558452736,20.0013
6902460663846942720,20.1078
6902460665131138048,20.0169
6902460666419628032,19.926
6902460667708119040,19.9511
6902460668996609024,20.0232
6902460670310868992,19.9574
6902460671577884672,19.9041
6902460672857784320,19.9605
6902460674150569984,19.9824
6902460675439059968,20.0263
6902460676731844608,19.9636
6902460678016039936,19.995
6902460679300235264,20.0107
6902460680597315584,20.0483
6902460681877216256,19.9919
6902460683161410560,20.0013
6902460684501440512,20.0075
6902460685742686208,19.9636
6902460687026881536,19.8978
6902460688319667200,19.9762
6902460689608157184,20.0608
6902460690896647168,20.0169
6902460692185137152,19.9762
6902460693473627136,20.0013
6902460694757822464,20.0295
6902460696054902784,19.9699
6902460697343392768,20.0075
6902460698627588096,20.0326
6902460699916078080,19.948
6902460701200273408,20.042
6902460702493059072,20.1015
6902460703781549056,20.0483
6902460705074333696,20.1266
6902460706367119360,20.0514
6902460707677084672,19.995
6902460708944099328,19.8759
6902460710224000000,19.8226
6902460711512489984,19.7944
6902460712809570304,20.0044
6902460714098060288,20.0169
6902460715468154880,20.0013
6902460716675041280,20.0702
6902460717963531264,20.0451
6902460719243430912,20.0295
6902460720536216576,20.0232
6902460721850476544,20.0671
6902460723113196544,19.9542
6902460724397391872,20.0044
6902460725694472192,20.0577
6902460726982962176,20.0138
6902460728262862848,19.9981
6902460729555647488,19.995
6902460730839842816,20.0013
6902460732132628480,19.9448
6902460733416823808,19.9699
6902460734713903104,19.9417
6902460736045343744,20.0013
6902460737290884096,20.0138
6902460738575079424,20.0201
6902460739863569408,19.9323
6902460741147764736,19.9919
6902460742440549376,20.0169
6902460743724744704,20.1109
6902460745021825024,19.9511
6902460746306020352,19.9417
6902460747590215680,19.9762
6902460748883000320,19.9856
6902460750231620608,20.1548
6902460751459981312,20.042
6902460752744176640,19.9605
6902460754041255936,19.9793
6902460755325451264,20.0514
6902460756613941248,19.9354
6902460757902432256,19.8978
6902460759195216896,19.8414
6902460760483706880,20.0044
6902460761767902208,20.0389
6902460763056392192,20.1109
6902460764357768192,20.0389
6902460765633373184,20.042
6902460766926157824,20.0357
6902460768210353152,20.0169
6902460769494548480,19.9542
6902460770787334144,20.0232
6902460772071529472,20.0201
6902460773368608768,19.9354
6902460774648509440,19.9824
6902460775936999424,19.9574
6902460777229785088,19.9668
6902460778518275072,20.0389
6902460779892664320,20.0013
6902460781095255040,19.879
6902460782383745024,20.0107
6902460783672236032,20.0295
6902460784960726016,19.9793
6902460786244921344,19.9887
6902460787554885632,20.0295
6902460788821901312,19.9919
6902460790118981632,19.9668
6902460791403176960,19.9668
6902460792695961600,19.8978
6902460793984452608,19.9605
6902460795272942592,20.0545
6902460796552842240,20.0702
6902460797845627904,19.9856
6902460799134117888,20.0326
6902460800422607872,19.9793
6902460801736867840,20.0295
6902460802995293184,20.0326
6902460804292373504,20.0608
6902460805572274176,20.0263
6902460806865058816,19.8132
6902460808157844480,20.0702
6902460809437744128,20.0483
6902460810730529792,20.0545
6902460812019019776,20.0577
6902460813303215104,20.042
6902460814595999744,19.8602
6902460815914555392,19.9919
6902460817172980736,20.0608
6902460818457176064,20.0702
6902460819749960704,19.948
6902460821034156032,19.9856
6902460822322646016,19.9229
6902460823611137024,19.9417
6902460824899627008,19.9448
6902460826188116992,19.9762
6902460827472312320,20.0013
6902460828765096960,19.9511
6902460830087947264,20.0483
6902460831342077952,20.1611
6902460832634862592,20.0514
6902460833919057920,20.0013
6902460835211843584,20.0044
6902460836504628224,20.0075
6902460837788823552,20.0514
6902460839073018880,20.0295
6902460840361508864,20.042
6902460841658589184,20.0765
6902460842942784512,20.0671
6902460844342943744,19.9417
6902460845524060160,19.9104
6902460846808254464,19.9417
6902460848092449792,19.8916
6902460849380940800,19.9041
6902460850669430784,19.9417
6902460851957920768,20.0514
6902460853246410752,20.1799
6902460854534900736,20.0295
6902460855827686400,20.0138
6902460857120471040,19.973
6902460858469091328,20.0201
6902460859693156352,19.8884
6902460860977351680,19.9198
6902460862274432000,20.0013
6902460863562921984,20.0295
6902460864847117312,20.0138
6902460866139902976,20.0044
6902460867424098304,20.0263
6902460868712588288,20.0263
